Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:26UVLCOUZIfhd17owJljCl,"Merry Christmas Mr. Lawrence","FACT","FACT",2009-04-14,199600,0,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:23:29Z,"日本摇滚,旋律硬核","Vagrant Records",0.201,0.861,6,-4.864,0,0.0544,0.00458,0.0172,0.125,0.38,169.995,4
spotify:track:5QkaoWSFwWNQEgifhtGxFp,"在你死後才想起曾經答應陪你去散步","擱淺的人","康士坦的變化球",2016-12-01,497625,30,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:23:29Z,"台湾独立音乐,中国独立音乐,中国摇滚,台湾流行音乐,后摇滚","海邊的卡夫卡",0.431,0.525,3,-12.151,1,0.0315,0.427,0.897,0.323,0.184,80.007,4
spotify:track:07MNtfddtgCo6VrUm3O9dw,"讓我留在你身邊","讓我留在你身邊","陳奕迅",2016-12-01,185383,59,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:23:30Z,"粤语流行,华语流行音乐,汉语流行音乐,台湾流行音乐","Cinepoly Records Co. Ltd.",0.303,0.653,1,-4.258,1,0.0434,0.0539,0,0.121,0.261,169.692,4
spotify:track:1mea3bSkSGXuIRvnydlB5b,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,242373,89,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:23:32Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:6l39Q1aY1upmKmxGGcsAj3,"Everything Will Flow","Head Music","Suede",1999-05-03,278970,0,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:23:33Z,"英式摇滚,曼彻斯特音乐","Suede Ltd.",0.451,0.857,2,-6.259,0,0.0369,0.0468,0.000322,0.276,0.404,108.999,4
