Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3pRDUjuLI4NRUtRrwhWTyW,"3326","Eulogy for Evolution","Ólafur Arnalds",2007-10-29,218453,17,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:32Z,"新古典,当代古典音乐,极简主义","Erased Tapes",0.209,0.261,2,-7.39,0,0.0339,0.956,0.847,0.264,0.231,82.627,4
spotify:track:5yZnZb11ipEmrtZScOdmTu,"Palm Trees","We Loved Her Dearly","Lowell",2014-09-16,269865,0,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:33Z,"酷儿核","Arts & Crafts Productions",0.543,0.628,0,-7.261,0,0.0331,0.441,0.0724,0.0976,0.281,129.907,4
spotify:track:2dQvZpEkO26i4za9d746WC,"Drifted","Chemicals","The Shoes;Sage",2015-10-02,230869,28,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:34Z,"法国独立流行音乐","Universal Music Division Virgin Records",0.621,0.736,7,-8.251,0,0.0366,0.000954,0.0713,0.135,0.142,140.033,4
spotify:track:0i7AGJG9DX0vI1w798IVKZ,"SCREAM","Art Angels","Grimes;潘PAN",2015-11-06,140140,40,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:35Z,"艺术流行音乐","4AD",0.69,0.916,1,-5.922,0,0.0708,0.00453,0.0296,0.324,0.657,112.046,4
spotify:track:2UKkLqST2xWpK8n1b0Xr5Z,"Return To Innocence","The Cross Of Changes","Enigma",1993-01-01,255466,71,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:36Z,"新时代,额我略圣咏","Virgin",0.476,0.584,10,-12.357,1,0.038,0.119,0,0.274,0.417,88.026,4
spotify:track:34F799yXkoOmLZQZGbOtc7,"曖昧","極品天碟 王菲 (1)","王菲",2011-01-01,283840,23,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:38Z,"粤语流行,华语流行音乐,汉语流行音乐,台湾流行音乐,中国独立音乐","Cinepoly Records Co. Ltd.",0.34,0.385,0,-12.026,0,0.0378,0.384,0,0.379,0.342,207.967,4
spotify:track:1dynGdkSNsaiaB1l78YQSs,"暗湧","玩具","王菲",1997,261266,34,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:38Z,"粤语流行,华语流行音乐,汉语流行音乐,台湾流行音乐,中国独立音乐","Universal Music Ltd.",0.206,0.222,10,-17.002,0,0.0463,0.908,0.0411,0.0912,0.277,180.796,3
spotify:track:6xLInOiZPEeqEoLLHlFH8N,"帶我走","半熟宣言","楊丞琳",2008-11-06,289426,55,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:39Z,"华语流行音乐,台湾流行音乐,汉语流行音乐","Epic",0.526,0.513,5,-6.982,1,0.0265,0.563,0,0.0951,0.255,141.941,4
spotify:track:1qCQTy0fTXerET4x8VHyr9,"What A Wonderful World","What A Wonderful World","Louis Armstrong",1968,137520,2,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:41Z,"爵士,摇摆乐,人声爵士乐,大乐团","Geffen*",0.399,0.258,5,-16.028,1,0.033,0.792,0.00000186,0.128,0.192,108.174,3
spotify:track:1rEPAlX5ek4L7dE9gQbJnH,"South Street Exit - Live At The University Of Illinois/1963","The Illinois Concert","Eric Dolphy",1999-01-01,449373,6,false,31ceqkk2uqh34ud7f4wad5w5rey4,2021-02-01T14:31:42Z,"自由爵士乐,爵士,硬波普乐,比波普,实验爵士乐,先锋音乐","Blue Note Records",0.377,0.39,1,-16.633,1,0.0638,0.777,0.662,0.669,0.39,147.907,4
